,Experiment_ID,Genome,tissue
45681,SRX3848392,hg19,peripheral blood
45682,SRX3848393,hg19,peripheral blood
45683,SRX3848394,hg19,peripheral blood
45684,SRX3848395,hg19,peripheral blood
45685,SRX3848396,hg19,peripheral blood
45686,SRX3848397,hg19,peripheral blood
45687,SRX3848398,hg19,peripheral blood
45688,SRX3848399,hg19,peripheral blood
45689,SRX3848400,hg19,peripheral blood
45690,SRX3848401,hg19,peripheral blood
45691,SRX3848402,hg19,peripheral blood
45692,SRX3848403,hg19,peripheral blood
45693,SRX3848404,hg19,peripheral blood
45694,SRX3848405,hg19,peripheral blood
45695,SRX3848406,hg19,peripheral blood
45760,SRX385394,hg19,established cell culture from histiocytic lymphoma
45761,SRX385395,hg19,established cell culture from histiocytic lymphoma
45762,SRX385396,hg19,established cell culture from histiocytic lymphoma
45763,SRX385397,hg19,established cell culture from histiocytic lymphoma
45768,SRX3856984,hg19,breast
45769,SRX3856985,hg19,breast
45770,SRX3856986,hg19,breast
45771,SRX3856987,hg19,breast
45772,SRX3856988,hg19,breast
45773,SRX3856989,hg19,breast
45774,SRX3856990,hg19,breast
45775,SRX3856991,hg19,breast
45776,SRX3856992,hg19,breast
45777,SRX3856993,hg19,breast
45778,SRX3856994,hg19,breast
45779,SRX3856995,hg19,breast
45780,SRX3856996,hg19,breast
45781,SRX3856997,hg19,breast
45782,SRX3856998,hg19,breast
45783,SRX3856999,hg19,breast
45784,SRX3857000,hg19,breast
45785,SRX3857001,hg19,breast
45786,SRX3857002,hg19,breast
45787,SRX3857003,hg19,breast
45788,SRX3857004,hg19,breast
45789,SRX3857005,hg19,breast
45790,SRX3857006,hg19,breast
45791,SRX3857007,hg19,breast
45812,SRX386200,hg19,bone marrow
45813,SRX386202,hg19,bone marrow
45814,SRX386203,hg19,bone marrow
45815,SRX386204,hg19,bone marrow
45816,SRX386205,hg19,bone marrow
45851,SRX3863956,hg19,adjacent thyroid tissue
45852,SRX3863957,hg19,adjacent thyroid tissue
45853,SRX386478,hg19,foreskin
45854,SRX386479,hg19,foreskin
45863,SRX3868791,hg19,crc107 organoid
45864,SRX3868792,hg19,crc107 organoid
45865,SRX3868793,hg19,crc107 organoid
45866,SRX3868794,hg19,crc107 organoid
45867,SRX3868795,hg19,crc107 organoid
45868,SRX3868796,hg19,crc107 organoid
45869,SRX3868797,hg19,crc121 organoid
45870,SRX3868798,hg19,crc121 organoid
45871,SRX3868799,hg19,crc121 organoid
45872,SRX3868800,hg19,crc121 organoid
45954,SRX3881550,hg19,prostate cancer
45955,SRX3881551,hg19,prostate cancer
45956,SRX3881552,hg19,prostate cancer
45957,SRX3881553,hg19,prostate cancer
45958,SRX3881554,hg19,prostate cancer
45959,SRX3881555,hg19,prostate cancer
45960,SRX3881556,hg19,prostate cancer
45961,SRX3881557,hg19,prostate cancer
46298,SRX3945444,hg19,colon
46299,SRX3945445,hg19,colon
46418,SRX396568,hg19,normal breast
46419,SRX396569,hg19,normal breast
46420,SRX396570,hg19,normal breast
46421,SRX396571,hg19,normal breast
46422,SRX396572,hg19,normal breast
46423,SRX396573,hg19,normal breast
46424,SRX396574,hg19,normal breast
46425,SRX396575,hg19,normal breast
46426,SRX396576,hg19,normal breast
46427,SRX396577,hg19,normal breast
46428,SRX396578,hg19,normal breast
46429,SRX396579,hg19,normal foreskin
46430,SRX396580,hg19,normal foreskin
46431,SRX396581,hg19,normal foreskin
46432,SRX396582,hg19,normal foreskin
46433,SRX396583,hg19,normal foreskin
46434,SRX396584,hg19,normal foreskin
46435,SRX396585,hg19,normal foreskin
46436,SRX396586,hg19,normal foreskin
46437,SRX396587,hg19,normal foreskin
46438,SRX396588,hg19,normal foreskin
46439,SRX396589,hg19,normal foreskin
46440,SRX396590,hg19,normal foreskin
46441,SRX396591,hg19,normal foreskin
46442,SRX396592,hg19,normal foreskin
46454,SRX3973643,hg19,human peripheral blood
46455,SRX3973644,hg19,human peripheral blood
46456,SRX3973645,hg19,human peripheral blood
46457,SRX3973646,hg19,human peripheral blood
46458,SRX3973647,hg19,human peripheral blood
46459,SRX3973648,hg19,human peripheral blood
46460,SRX3973649,hg19,human peripheral blood
46461,SRX3973650,hg19,human peripheral blood
46462,SRX3973651,hg19,human peripheral blood
46463,SRX3973652,hg19,human peripheral blood
46464,SRX3973653,hg19,human peripheral blood
46465,SRX3973654,hg19,human peripheral blood
46466,SRX3973655,hg19,human peripheral blood
46467,SRX3973656,hg19,human peripheral blood
46468,SRX3973657,hg19,human peripheral blood
46469,SRX3973658,hg19,human peripheral blood
46470,SRX3973659,hg19,human peripheral blood
46906,SRX4014819,hg19,liver
46907,SRX4014820,hg19,liver
46908,SRX4014821,hg19,liver
46909,SRX4014822,hg19,liver
46910,SRX4014823,hg19,liver
46911,SRX4014824,hg19,liver
46912,SRX4014825,hg19,liver
46913,SRX4014826,hg19,liver
46914,SRX4014827,hg19,liver
46915,SRX4014828,hg19,liver
46916,SRX4014829,hg19,liver
46917,SRX4014830,hg19,liver
46918,SRX4014831,hg19,liver
46919,SRX4014832,hg19,liver
46920,SRX4014833,hg19,liver
46921,SRX4014834,hg19,liver
46922,SRX4014835,hg19,liver
46923,SRX4014836,hg19,liver
46924,SRX4014837,hg19,liver
46925,SRX4014838,hg19,liver
46926,SRX4014844,hg19,liver
46927,SRX4014845,hg19,liver
46928,SRX4014846,hg19,liver
46929,SRX4014847,hg19,liver
46930,SRX4014848,hg19,liver
46931,SRX4014849,hg19,liver
46932,SRX4014850,hg19,liver
46933,SRX4014851,hg19,liver
46934,SRX4014852,hg19,liver
46935,SRX4014853,hg19,liver
46936,SRX4014854,hg19,liver
46937,SRX4014855,hg19,liver
46938,SRX4014856,hg19,liver
46939,SRX4014857,hg19,liver
46940,SRX4014858,hg19,liver
46941,SRX4014859,hg19,liver
46942,SRX4014860,hg19,liver
46943,SRX4014861,hg19,liver
46944,SRX4014862,hg19,liver
46945,SRX4014863,hg19,liver
46946,SRX4014864,hg19,liver
46947,SRX4014865,hg19,liver
46948,SRX4014866,hg19,liver
46949,SRX4014867,hg19,liver
46950,SRX4014868,hg19,liver
46951,SRX4014869,hg19,liver
46952,SRX4014870,hg19,liver
46953,SRX4014871,hg19,liver
46954,SRX4014872,hg19,liver
46955,SRX4014873,hg19,liver
46956,SRX4014874,hg19,liver
46957,SRX4014875,hg19,liver
46958,SRX4014876,hg19,liver
46959,SRX4014877,hg19,liver
46960,SRX4014878,hg19,liver
46961,SRX4014879,hg19,liver
46962,SRX4014880,hg19,liver
46963,SRX4014881,hg19,liver
46964,SRX4014882,hg19,liver
46965,SRX4014883,hg19,liver
46966,SRX4014884,hg19,liver
46967,SRX4014885,hg19,liver
46968,SRX4014891,hg19,liver
46969,SRX4014892,hg19,liver
46970,SRX4014893,hg19,liver
46971,SRX4014894,hg19,liver
46972,SRX4014895,hg19,liver
46973,SRX4014896,hg19,liver
46974,SRX4014897,hg19,liver
46975,SRX4014898,hg19,liver
46976,SRX4014904,hg19,liver
46977,SRX4014905,hg19,liver
46978,SRX4014906,hg19,liver
46979,SRX4014907,hg19,liver
46980,SRX4014908,hg19,liver
46981,SRX4014909,hg19,liver
46982,SRX4014910,hg19,liver
46983,SRX4014911,hg19,liver
46984,SRX4014912,hg19,liver
46985,SRX4014913,hg19,liver
46986,SRX4014914,hg19,liver
46987,SRX4014915,hg19,liver
46988,SRX4014916,hg19,liver
46989,SRX4014917,hg19,liver
46990,SRX4014918,hg19,liver
46991,SRX4014919,hg19,liver
46992,SRX4014920,hg19,liver
46993,SRX4014921,hg19,liver
46994,SRX4014922,hg19,liver
46995,SRX4014923,hg19,liver
46996,SRX4014924,hg19,liver
46997,SRX4014925,hg19,liver
46998,SRX4014926,hg19,liver
46999,SRX4014927,hg19,liver
47000,SRX4014928,hg19,liver
47001,SRX4014934,hg19,liver
47002,SRX4014935,hg19,liver
47003,SRX4014936,hg19,liver
47004,SRX4014937,hg19,liver
47005,SRX4014938,hg19,liver
47006,SRX4014939,hg19,liver
47007,SRX4014940,hg19,liver
47008,SRX4014941,hg19,liver
47009,SRX4014942,hg19,liver
47010,SRX4014943,hg19,liver
47011,SRX4014944,hg19,liver
47012,SRX4014945,hg19,liver
47013,SRX4014946,hg19,liver
47014,SRX4014947,hg19,liver
47015,SRX4014948,hg19,liver
47016,SRX4014949,hg19,liver
47017,SRX4014950,hg19,liver
47018,SRX4014951,hg19,liver
47019,SRX4014952,hg19,liver
47020,SRX4014953,hg19,liver
47021,SRX4014954,hg19,liver
47022,SRX4014955,hg19,liver
47023,SRX4014956,hg19,liver
47024,SRX4014957,hg19,liver
47025,SRX4014958,hg19,liver
47026,SRX4014959,hg19,liver
47027,SRX4014960,hg19,liver
47028,SRX4014961,hg19,liver
47029,SRX4014962,hg19,liver
47030,SRX4014963,hg19,liver
47031,SRX4014964,hg19,liver
47032,SRX4014965,hg19,liver
47033,SRX4014966,hg19,liver
47034,SRX4014967,hg19,liver
47035,SRX4014968,hg19,liver
47036,SRX4014969,hg19,liver
47037,SRX4015270,hg19,human embryonic stem cell
47038,SRX4015271,hg19,human embryonic stem cell
47039,SRX4015272,hg19,human embryonic stem cell
47040,SRX4015273,hg19,human embryonic stem cell
47041,SRX4015274,hg19,human embryonic stem cell
47042,SRX4015275,hg19,human embryonic stem cell
47043,SRX4015276,hg19,human embryonic stem cell
47044,SRX4015277,hg19,human embryonic stem cell
47045,SRX4015278,hg19,human embryonic stem cell
47046,SRX4015279,hg19,human embryonic stem cell
47047,SRX4015280,hg19,human embryonic stem cell
47048,SRX4015281,hg19,human embryonic stem cell
47049,SRX4015282,hg19,human embryonic stem cell
47050,SRX4015283,hg19,human embryonic stem cell
47051,SRX4015284,hg19,human embryonic stem cell
47052,SRX4015285,hg19,human embryonic stem cell
47053,SRX4015286,hg19,human embryonic stem cell
47054,SRX4015287,hg19,human embryonic stem cell
47055,SRX4015288,hg19,human embryonic stem cell
47056,SRX4015289,hg19,human embryonic stem cell
47073,SRX4029340,hg19,human secondary fibroblasts
47074,SRX4029341,hg19,human secondary fibroblasts
47075,SRX4029342,hg19,human secondary fibroblasts
47076,SRX4029343,hg19,human secondary fibroblasts
47077,SRX4029344,hg19,human secondary fibroblasts
47078,SRX4029345,hg19,human secondary fibroblasts
47081,SRX4037350,hg19,aorta
47082,SRX4037352,hg19,aorta
47083,SRX4037353,hg19,aorta
47084,SRX4037354,hg19,aorta
47085,SRX4037355,hg19,aorta
47086,SRX4037356,hg19,aorta
47087,SRX4037357,hg19,aorta
47088,SRX4037358,hg19,aorta
47089,SRX4037362,hg19,aorta
47090,SRX4037363,hg19,aorta
47091,SRX4037364,hg19,aorta
47092,SRX4037365,hg19,aorta
47093,SRX4037366,hg19,aorta
47094,SRX4037367,hg19,aorta
47095,SRX4037369,hg19,aorta
47165,SRX4062879,hg19,prostate cancer cell line
47166,SRX4062880,hg19,prostate cancer cell line
47167,SRX4062881,hg19,prostate cancer cell line
47168,SRX4062882,hg19,prostate cancer cell line
47169,SRX4062883,hg19,prostate cancer cell line
47170,SRX4062884,hg19,prostate cancer cell line
47171,SRX4062885,hg19,prostate cancer cell line
47172,SRX4062886,hg19,prostate cancer cell line
47173,SRX4062887,hg19,prostate cancer cell line
47174,SRX4062888,hg19,prostate cancer cell line
47175,SRX4062889,hg19,prostate cancer cell line
47176,SRX4062890,hg19,prostate cancer cell line
47177,SRX4062891,hg19,prostate cancer cell line
47186,SRX4080197,hg19,localized prostate tumor tissue
47187,SRX4080198,hg19,localized prostate tumor tissue
47188,SRX4080199,hg19,localized prostate tumor tissue
47189,SRX4080200,hg19,localized prostate tumor tissue
47190,SRX4080201,hg19,localized prostate tumor tissue
47191,SRX4080202,hg19,localized prostate tumor tissue
47192,SRX4080203,hg19,metastatic prostate tumor tissue
47193,SRX4080204,hg19,metastatic prostate tumor tissue
47194,SRX4080205,hg19,metastatic prostate tumor tissue
47195,SRX4080206,hg19,metastatic prostate tumor tissue
47196,SRX4080207,hg19,localized prostate tumor tissue
47197,SRX4080208,hg19,localized prostate tumor tissue
47198,SRX4080209,hg19,localized prostate tumor tissue
47199,SRX4080210,hg19,localized prostate tumor tissue
47200,SRX4080211,hg19,localized prostate tumor tissue
47201,SRX4080212,hg19,localized prostate tumor tissue
47202,SRX4080213,hg19,localized prostate tumor tissue
47203,SRX4080214,hg19,localized prostate tumor tissue
47204,SRX4080215,hg19,localized prostate tumor tissue
47205,SRX4080216,hg19,localized prostate tumor tissue
47206,SRX4080217,hg19,localized prostate tumor tissue
47207,SRX4080218,hg19,localized prostate tumor tissue
47208,SRX4080219,hg19,localized prostate tumor tissue
47209,SRX4080220,hg19,localized prostate tumor tissue
47210,SRX4080221,hg19,localized prostate tumor tissue
47211,SRX4080222,hg19,localized prostate tumor tissue
47212,SRX4080223,hg19,localized prostate tumor tissue
47213,SRX4080224,hg19,localized prostate tumor tissue
47214,SRX4080225,hg19,localized prostate tumor tissue
47215,SRX4080226,hg19,localized prostate tumor tissue
47216,SRX4080227,hg19,localized prostate tumor tissue
47217,SRX4080228,hg19,localized prostate tumor tissue
47218,SRX4080229,hg19,localized prostate tumor tissue
47219,SRX4080273,hg19,benign prostate epithelial cells
47220,SRX4080274,hg19,benign prostate epithelial cells
47221,SRX4080275,hg19,benign prostate epithelial cells
47222,SRX4080276,hg19,benign prostate epithelial cells
47223,SRX4080277,hg19,benign prostate epithelial cells
47224,SRX4080278,hg19,benign prostate epithelial cells
47225,SRX4080279,hg19,benign prostate epithelial cells
47226,SRX4080280,hg19,benign prostate epithelial cells
47227,SRX4080281,hg19,benign prostate epithelial cells
47228,SRX4080282,hg19,benign prostate epithelial cells
47229,SRX4080283,hg19,benign prostate epithelial cells
47230,SRX4080284,hg19,benign prostate epithelial cells
47231,SRX4080285,hg19,benign prostate epithelial cells
47232,SRX4080287,hg19,benign prostate epithelial cells
47233,SRX4080289,hg19,benign prostate epithelial cells
47234,SRX4080290,hg19,benign prostate epithelial cells
47235,SRX4080291,hg19,benign prostate epithelial cells
47236,SRX4080292,hg19,benign prostate epithelial cells
47237,SRX4080293,hg19,benign prostate epithelial cells
47238,SRX4080294,hg19,benign prostate epithelial cells
47239,SRX4080295,hg19,benign prostate epithelial cells
47240,SRX4080296,hg19,benign prostate epithelial cells
47434,SRX4116559,hg19,primary tonsilar b cells
47435,SRX4116560,hg19,primary tonsilar b cells
47436,SRX4116561,hg19,primary tonsilar b cells
47437,SRX4116562,hg19,primary tonsilar b cells
47438,SRX4119717,hg19,transformed human embryonic kidney cells
47439,SRX4119718,hg19,transformed human embryonic kidney cells
47440,SRX4119719,hg19,transformed human embryonic kidney cells
47441,SRX4119720,hg19,transformed human embryonic kidney cells
47442,SRX4119721,hg19,transformed human embryonic kidney cells
47443,SRX4119722,hg19,transformed human embryonic kidney cells
47444,SRX4119723,hg19,transformed human embryonic kidney cells
47445,SRX4119724,hg19,transformed human embryonic kidney cells
47446,SRX4119725,hg19,transformed human embryonic kidney cells
47447,SRX4119726,hg19,transformed human embryonic kidney cells
47448,SRX4119727,hg19,transformed human embryonic kidney cells
47449,SRX4119728,hg19,transformed human embryonic kidney cells
47450,SRX4119729,hg19,transformed human embryonic kidney cells
47451,SRX4119730,hg19,transformed human embryonic kidney cells
47452,SRX4119731,hg19,transformed human embryonic kidney cells
47453,SRX4119732,hg19,transformed human embryonic kidney cells
47454,SRX4119733,hg19,transformed human embryonic kidney cells
47455,SRX4119734,hg19,transformed human embryonic kidney cells
47460,SRX4120199,hg19,skin
47461,SRX4120200,hg19,skin
47462,SRX4120201,hg19,skin
47463,SRX4120202,hg19,skin
47464,SRX4120215,hg19,skin
47465,SRX4120216,hg19,skin
47466,SRX4120217,hg19,skin
47467,SRX4120218,hg19,skin
47468,SRX4120219,hg19,skin
47469,SRX4120220,hg19,skin
47470,SRX4120221,hg19,skin
47471,SRX4120222,hg19,skin
47472,SRX4120223,hg19,skin
47473,SRX4120224,hg19,skin
47801,SRX4192131,hg19,normal mammary gland
47802,SRX4192132,hg19,normal mammary gland
47803,SRX4192133,hg19,normal mammary gland
47804,SRX4192134,hg19,normal mammary gland
47805,SRX4192135,hg19,normal mammary gland
47806,SRX4192136,hg19,normal mammary gland
47807,SRX4192137,hg19,normal mammary gland
47808,SRX4192138,hg19,normal mammary gland
47809,SRX4192879,hg19,breast
47810,SRX4192880,hg19,breast
47811,SRX4192881,hg19,breast
47812,SRX4192882,hg19,breast
47813,SRX4192883,hg19,breast
47814,SRX4192884,hg19,breast
47815,SRX4192885,hg19,breast
47816,SRX4192886,hg19,breast
47817,SRX4192887,hg19,breast
47818,SRX4192888,hg19,breast
47830,SRX4193367,hg19,prostate cancer
47831,SRX4193368,hg19,prostate cancer
47832,SRX4193369,hg19,prostate cancer
47841,SRX4201651,hg19,blood
47842,SRX4201652,hg19,blood
47843,SRX4201653,hg19,blood
47844,SRX4201654,hg19,blood
47920,SRX4221464,hg19,hek293t cells
47921,SRX4221465,hg19,hek293t cells
47922,SRX4221466,hg19,hek293t cells
47923,SRX4221467,hg19,hek293t cells
47924,SRX4221468,hg19,hek293t cells
48143,SRX4287635,hg19,skin
48144,SRX4287636,hg19,skin
48145,SRX4287637,hg19,skin
48146,SRX4287638,hg19,skin
48147,SRX4287639,hg19,skin
48281,SRX4301468,hg19,hela cells
48282,SRX4301469,hg19,hela cells
48283,SRX4301470,hg19,hela cells
48284,SRX4301471,hg19,hela cells
48285,SRX4301472,hg19,hela cells
48286,SRX4301473,hg19,hela cells
48287,SRX4301474,hg19,hela cells
48288,SRX4301475,hg19,hela cells
48289,SRX4301476,hg19,hela cells
48290,SRX4301477,hg19,hela cells
48381,SRX4338416,hg19,xenograft
48390,SRX4345346,hg19,peripheral blood
48391,SRX4345347,hg19,peripheral blood
48392,SRX4345348,hg19,peripheral blood
48393,SRX4345349,hg19,peripheral blood
48394,SRX4345350,hg19,peripheral blood
48395,SRX4345351,hg19,peripheral blood
48396,SRX4345352,hg19,peripheral blood
48397,SRX4345353,hg19,peripheral blood
48398,SRX4345354,hg19,peripheral blood
48399,SRX4345355,hg19,peripheral blood
48400,SRX4345356,hg19,peripheral blood
48401,SRX4345357,hg19,peripheral blood
48402,SRX4345358,hg19,peripheral blood
48403,SRX4345359,hg19,peripheral blood
48404,SRX4345360,hg19,peripheral blood
48405,SRX4345361,hg19,peripheral blood
48406,SRX4345362,hg19,peripheral blood
48407,SRX4345363,hg19,peripheral blood
48408,SRX4345364,hg19,peripheral blood
48409,SRX4345365,hg19,peripheral blood
48410,SRX4345366,hg19,peripheral blood
48446,SRX4370388,hg19,colon
48447,SRX4370389,hg19,colon
48516,SRX4377051,hg19,embryonic stem cell
48517,SRX4377052,hg19,embryonic stem cell
48518,SRX4377053,hg19,es derived mesoderm
48519,SRX4377054,hg19,es derived mesoderm
48520,SRX4377055,hg19,es derived cardiac mesoderm
48521,SRX4377056,hg19,es derived cardiac mesoderm
48522,SRX4377057,hg19,es derived cardiac progenitor cells
48523,SRX4377058,hg19,es derived cardiac progenitor cells
48524,SRX4377059,hg19,es derived primitive cardiomyocite
48525,SRX4377060,hg19,es derived primitive cardiomyocite
48526,SRX4377061,hg19,es derived ventricular cardiomyocyte
48527,SRX4377062,hg19,es derived ventricular cardiomyocyte
48528,SRX4377111,hg19,embryonic stem cell
48529,SRX4377112,hg19,embryonic stem cell
48530,SRX4377113,hg19,es derived mesoderm
48531,SRX4377114,hg19,es derived mesoderm
48532,SRX4377115,hg19,es derived cardiac mesoderm
48533,SRX4377116,hg19,es derived cardiac mesoderm
48534,SRX4377117,hg19,es derived cardiac progenitor cells
48535,SRX4377118,hg19,es derived cardiac progenitor cells
48536,SRX4377119,hg19,es derived primitive cardiomyocite
48537,SRX4377120,hg19,es derived primitive cardiomyocite
48538,SRX4377121,hg19,es derived ventricular cardiomyocyte
48539,SRX4377122,hg19,es derived ventricular cardiomyocyte
48540,SRX4377123,hg19,embryonic stem cell
48541,SRX4377124,hg19,embryonic stem cell
48542,SRX4377125,hg19,es derived mesoderm
48543,SRX4377126,hg19,es derived mesoderm
48544,SRX4377127,hg19,es derived cardiac mesoderm
48545,SRX4377128,hg19,es derived cardiac mesoderm
48546,SRX4377129,hg19,es derived cardiac progenitor cells
48547,SRX4377130,hg19,es derived cardiac progenitor cells
48548,SRX4377131,hg19,es derived primitive cardiomyocite
48549,SRX4377132,hg19,es derived primitive cardiomyocite
48550,SRX4377133,hg19,es derived ventricular cardiomyocyte
48551,SRX4377134,hg19,embryonic stem cell
48552,SRX4377135,hg19,embryonic stem cell
48553,SRX4377136,hg19,es derived mesoderm
48554,SRX4377137,hg19,es derived cardiac mesoderm
48555,SRX4377138,hg19,es derived cardiac mesoderm
48556,SRX4377139,hg19,es derived cardiac progenitor cells
48557,SRX4377140,hg19,es derived cardiac progenitor cells
48558,SRX4377141,hg19,es derived primitive cardiomyocite
48559,SRX4377142,hg19,es derived primitive cardiomyocite
48560,SRX4377143,hg19,es derived ventricular cardiomyocyte
48741,SRX4394207,hg19,myoblast
48742,SRX4394208,hg19,myotube
48743,SRX4394209,hg19,myoblast
48744,SRX4394210,hg19,myotube
48745,SRX4394211,hg19,myoblast
48746,SRX4394212,hg19,myotube
48747,SRX4394213,hg19,myoblast
48748,SRX4394214,hg19,myotube
48749,SRX4394219,hg19,myoblast
48750,SRX4394220,hg19,myotube
48751,SRX4394221,hg19,myoblast
48752,SRX4394222,hg19,myotube
48753,SRX4394223,hg19,myoblast
48754,SRX4394224,hg19,myotube
48755,SRX4394225,hg19,myoblast
48756,SRX4394226,hg19,myotube
48826,SRX4402850,hg19,skin
48827,SRX4402851,hg19,skin
48828,SRX4402852,hg19,skin
48829,SRX4402853,hg19,skin
48830,SRX4402854,hg19,skin
48831,SRX4402855,hg19,skin
