,Experiment_ID,Genome,cell line
33777,SRX2635954,hg19,k562
33813,SRX2635990,hg19,hepg2
33814,SRX2635991,hg19,hepg2
33817,SRX2635994,hg19,a673
33818,SRX2635995,hg19,a673
33823,SRX2636000,hg19,hepg2
33824,SRX2636001,hg19,hepg2
33827,SRX2636004,hg19,hepg2
33828,SRX2636005,hg19,hepg2
33835,SRX2636012,hg19,hepg2
33836,SRX2636013,hg19,hepg2
33837,SRX2636014,hg19,induced pluripotent stem cell
33838,SRX2636015,hg19,induced pluripotent stem cell
33841,SRX2636018,hg19,hepg2
33842,SRX2636019,hg19,hepg2
33843,SRX2636020,hg19,hepg2
33850,SRX2636027,hg19,hepg2
33851,SRX2636028,hg19,hepg2
33852,SRX2636029,hg19,loucy
33853,SRX2636030,hg19,loucy
33856,SRX2636033,hg19,sudhl6
33857,SRX2636034,hg19,sudhl6
33858,SRX2636035,hg19,sudhl6
33861,SRX2636038,hg19,a673
33862,SRX2636039,hg19,a673
33863,SRX2636040,hg19,hepg2
33864,SRX2636041,hg19,hepg2
33867,SRX2636044,hg19,hepg2
33868,SRX2636045,hg19,hepg2
33869,SRX2636046,hg19,k562
33870,SRX2636047,hg19,k562
33873,SRX2636050,hg19,hepg2
33874,SRX2636051,hg19,hepg2
33877,SRX2636054,hg19,hepg2
33878,SRX2636055,hg19,hepg2
33881,SRX2636058,hg19,hepg2
33882,SRX2636059,hg19,hepg2
33883,SRX2636060,hg19,k562
33888,SRX2636065,hg19,hct116
33889,SRX2636066,hg19,hct116
33890,SRX2636067,hg19,gm12878
33895,SRX2636072,hg19,hepg2
33896,SRX2636073,hg19,hepg2
33908,SRX2636085,hg19,hepg2
33909,SRX2636086,hg19,hepg2
33910,SRX2636087,hg19,hepg2
33911,SRX2636088,hg19,hepg2
33919,SRX2636096,hg19,gm12878
33920,SRX2636097,hg19,gm12878
33921,SRX2636098,hg19,k562
33922,SRX2636099,hg19,k562
33930,SRX2636107,hg19,k562
33931,SRX2636108,hg19,k562
33934,SRX2636111,hg19,loucy
33935,SRX2636112,hg19,loucy
33936,SRX2636113,hg19,hepg2
33937,SRX2636114,hg19,hepg2
33939,SRX2636116,hg19,hepg2
33940,SRX2636117,hg19,hepg2
33941,SRX2636118,hg19,hepg2
33946,SRX2636123,hg19,hepg2
33947,SRX2636124,hg19,hepg2
33948,SRX2636125,hg19,induced pluripotent stem cell
33949,SRX2636126,hg19,k562
33954,SRX2636131,hg19,hepg2
33955,SRX2636132,hg19,hepg2
33959,SRX2636136,hg19,loucy
33960,SRX2636137,hg19,loucy
33963,SRX2636140,hg19,hepg2
33964,SRX2636141,hg19,hepg2
33967,SRX2636144,hg19,hct116
33968,SRX2636145,hg19,hct116
33969,SRX2636146,hg19,hepg2
33972,SRX2636149,hg19,k562
33973,SRX2636150,hg19,k562
33974,SRX2636151,hg19,hepg2
33975,SRX2636152,hg19,hepg2
33976,SRX2636153,hg19,hepg2
33977,SRX2636154,hg19,hepg2
33978,SRX2636155,hg19,hepg2
33979,SRX2636156,hg19,hepg2
33980,SRX2636157,hg19,loucy
33981,SRX2636158,hg19,loucy
33982,SRX2636159,hg19,loucy
33989,SRX2636166,hg19,induced pluripotent stem cell
33990,SRX2636167,hg19,induced pluripotent stem cell
34002,SRX2636179,hg19,hepg2
34003,SRX2636180,hg19,hepg2
34006,SRX2636183,hg19,hepg2
34007,SRX2636184,hg19,hepg2
34020,SRX2636197,hg19,hepg2
34021,SRX2636198,hg19,a673
34022,SRX2636199,hg19,a673
34031,SRX2636208,hg19,hepg2
34032,SRX2636209,hg19,hepg2
34039,SRX2636217,hg19,hepg2
34040,SRX2636219,hg19,hepg2
34041,SRX2636220,hg19,hepg2
34042,SRX2636221,hg19,k562
34043,SRX2636222,hg19,k562
34044,SRX2636223,hg19,induced pluripotent stem cell
34045,SRX2636224,hg19,induced pluripotent stem cell
34048,SRX2636227,hg19,hepg2
34049,SRX2636228,hg19,hepg2
34050,SRX2636229,hg19,gm12878
34063,SRX2636242,hg19,k562
34064,SRX2636243,hg19,k562
34069,SRX2636248,hg19,hepg2
34070,SRX2636249,hg19,hepg2
34071,SRX2636250,hg19,a673
34072,SRX2636251,hg19,a673
34079,SRX2636258,hg19,hepg2
34080,SRX2636259,hg19,hepg2
34081,SRX2636260,hg19,induced pluripotent stem cell
34082,SRX2636261,hg19,induced pluripotent stem cell
34094,SRX2636273,hg19,dohh2
34095,SRX2636274,hg19,dohh2
34098,SRX2636277,hg19,hepg2
34099,SRX2636278,hg19,hepg2
34102,SRX2636281,hg19,k562
34103,SRX2636282,hg19,k562
34104,SRX2636283,hg19,k562
34105,SRX2636284,hg19,k562
34106,SRX2636285,hg19,hepg2
34107,SRX2636286,hg19,hepg2
34110,SRX2636289,hg19,hepg2
34111,SRX2636290,hg19,hepg2
34112,SRX2636291,hg19,hepg2
34113,SRX2636292,hg19,hepg2
34118,SRX2636297,hg19,sudhl6
34119,SRX2636298,hg19,sudhl6
34120,SRX2636299,hg19,loucy
34121,SRX2636300,hg19,loucy
34124,SRX2636303,hg19,gm12878
34125,SRX2636304,hg19,acc112
34126,SRX2636305,hg19,acc112
34127,SRX2636306,hg19,acc112
34131,SRX2636310,hg19,hct116
34132,SRX2636311,hg19,hct116
34137,SRX2636316,hg19,hepg2
34138,SRX2636317,hg19,hepg2
34139,SRX2636318,hg19,k562
34140,SRX2636319,hg19,k562
34150,SRX2636329,hg19,induced pluripotent stem cell
34151,SRX2636330,hg19,induced pluripotent stem cell
34161,SRX2636340,hg19,induced pluripotent stem cell
34162,SRX2636341,hg19,induced pluripotent stem cell
34163,SRX2636342,hg19,hepg2
34164,SRX2636343,hg19,hepg2
34167,SRX2636346,hg19,sudhl6
34168,SRX2636347,hg19,sudhl6
34169,SRX2636348,hg19,sudhl6
34175,SRX2636354,hg19,hepg2
34176,SRX2636355,hg19,hepg2
34181,SRX2636361,hg19,loucy
34182,SRX2636362,hg19,loucy
34183,SRX2636363,hg19,hepg2
34184,SRX2636364,hg19,hepg2
34190,SRX2636370,hg19,hepg2
34191,SRX2636371,hg19,hepg2
34192,SRX2636372,hg19,hepg2
34193,SRX2636373,hg19,hepg2
34194,SRX2636374,hg19,gm12878
34195,SRX2636375,hg19,gm12878
34196,SRX2636376,hg19,k562
34197,SRX2636377,hg19,k562
34198,SRX2636378,hg19,acc112
34199,SRX2636379,hg19,acc112
34200,SRX2636380,hg19,acc112
34203,SRX2636383,hg19,hepg2
34204,SRX2636384,hg19,hepg2
34206,SRX2636386,hg19,k562
34207,SRX2636387,hg19,dohh2
34208,SRX2636388,hg19,dohh2
34209,SRX2636389,hg19,hepg2
34210,SRX2636390,hg19,hepg2
34211,SRX2636391,hg19,k562
34214,SRX2636394,hg19,hepg2
34215,SRX2636395,hg19,hepg2
34218,SRX2636398,hg19,gm12878
34219,SRX2636399,hg19,gm12878
34222,SRX2636402,hg19,k562
34223,SRX2636403,hg19,k562
34230,SRX2636410,hg19,hepg2
34231,SRX2636411,hg19,sudhl6
34232,SRX2636412,hg19,sudhl6
34256,SRX2636436,hg19,gm12878
34259,SRX2636439,hg19,hepg2
34270,SRX2636450,hg19,loucy
34271,SRX2636451,hg19,loucy
34276,SRX2636456,hg19,acc112
34277,SRX2636457,hg19,acc112
34278,SRX2636458,hg19,k562
34281,SRX2636461,hg19,gm12878
34282,SRX2636462,hg19,gm12878
34284,SRX2636464,hg19,loucy
34285,SRX2636465,hg19,loucy
34296,SRX2636476,hg19,hepg2
34297,SRX2636477,hg19,hepg2
34305,SRX2636485,hg19,induced pluripotent stem cell
34306,SRX2636486,hg19,induced pluripotent stem cell
34307,SRX2636487,hg19,induced pluripotent stem cell
34310,SRX2636490,hg19,hepg2
34311,SRX2636491,hg19,hepg2
34314,SRX2636494,hg19,hepg2
34315,SRX2636495,hg19,hepg2
34326,SRX2636506,hg19,hepg2
34327,SRX2636507,hg19,hepg2
34340,SRX2636520,hg19,k562
34341,SRX2636521,hg19,induced pluripotent stem cell
34342,SRX2636522,hg19,induced pluripotent stem cell
34358,SRX2636538,hg19,hepg2
34359,SRX2636539,hg19,hepg2
34360,SRX2636540,hg19,hepg2
34361,SRX2636541,hg19,hepg2
34362,SRX2636542,hg19,hepg2
34363,SRX2636543,hg19,k562
34364,SRX2636544,hg19,hepg2
34365,SRX2636545,hg19,hepg2
34370,SRX2636550,hg19,dohh2
34371,SRX2636551,hg19,dohh2
34372,SRX2636552,hg19,dohh2
34376,SRX2636556,hg19,hepg2
34377,SRX2636557,hg19,hepg2
34382,SRX2636562,hg19,hepg2
34383,SRX2636563,hg19,hepg2
34384,SRX2636564,hg19,dohh2
34385,SRX2636565,hg19,dohh2
34386,SRX2636566,hg19,a673
34387,SRX2636567,hg19,a673
34388,SRX2636568,hg19,hepg2
34389,SRX2636569,hg19,hepg2
34396,SRX2636576,hg19,hepg2
34397,SRX2636577,hg19,hepg2
34406,SRX2636586,hg19,k562
34417,SRX2636597,hg19,hepg2
34418,SRX2636598,hg19,hepg2
34456,SRX2642351,hg19,22rv1
34457,SRX2642352,hg19,22rv1
34458,SRX2642353,hg19,22rv1
34459,SRX2642354,hg19,22rv1
34460,SRX2642355,hg19,22rv1
34461,SRX2642356,hg19,22rv1
34462,SRX2642357,hg19,lncap
34463,SRX2642358,hg19,vcap
34464,SRX2642359,hg19,vcap
34465,SRX2642360,hg19,vcap
34466,SRX2642361,hg19,vcap
34467,SRX2642362,hg19,vcap
34468,SRX2642363,hg19,vcap
34469,SRX2642364,hg19,vcap
34470,SRX2642365,hg19,vcap
34471,SRX2642366,hg19,vcap
34472,SRX2642367,hg19,vcap
34473,SRX2642368,hg19,vcap
34474,SRX2642369,hg19,vcap
34475,SRX2642370,hg19,vcap
34476,SRX2642371,hg19,vcap
34477,SRX2642372,hg19,vcap
34478,SRX2642373,hg19,vcap
34479,SRX2642374,hg19,vcap
34480,SRX2642375,hg19,vcap
34530,SRX2647002,hg19,h20961
34531,SRX2647003,hg19,h20682
34532,SRX2647004,hg19,h21194
34533,SRX2647005,hg19,h21792
34534,SRX2647006,hg19,h28126
34535,SRX2647007,hg19,h28815
34536,SRX2647008,hg19,h18489
34537,SRX2647009,hg19,h18511
34538,SRX2647010,hg19,h19098
34539,SRX2647011,hg19,h19101
34540,SRX2647019,hg19,h20961
34541,SRX2647020,hg19,h20682
34542,SRX2647021,hg19,h21194
34543,SRX2647022,hg19,h21792
34544,SRX2647023,hg19,h28126
34545,SRX2647024,hg19,h28815
34546,SRX2647025,hg19,h18489
34547,SRX2647026,hg19,h18511
34548,SRX2647027,hg19,h19098
34549,SRX2647028,hg19,h19101
34569,SRX265237,hg19,u937cm
34570,SRX265238,hg19,u937cm
34571,SRX265239,hg19,u937cm
34588,SRX2652436,hg19,hela
34589,SRX2652437,hg19,hela
34590,SRX2652438,hg19,hela
34591,SRX2652439,hg19,hela
34592,SRX2652440,hg19,hela
34593,SRX2652441,hg19,hela
34594,SRX2652442,hg19,hela
34595,SRX2652443,hg19,hela
34596,SRX2652444,hg19,u2os
34597,SRX2652445,hg19,u2os
34598,SRX2652446,hg19,u2os
34599,SRX2652447,hg19,u2os
34600,SRX2652448,hg19,u2os
34601,SRX2652449,hg19,u2os
34602,SRX2652450,hg19,u2os
34603,SRX2652451,hg19,u2os
34604,SRX2652452,hg19,hela
34605,SRX2652453,hg19,hela
34606,SRX2652454,hg19,hela
34607,SRX2652455,hg19,u2os
34608,SRX2652456,hg19,u2os
34617,SRX265412,hg19,mcf7
34618,SRX265413,hg19,mcf7
34619,SRX265414,hg19,mcf7
34620,SRX265415,hg19,mcf7
34621,SRX265416,hg19,mcf7
34622,SRX265417,hg19,mcf7
34623,SRX265418,hg19,mcf7
34624,SRX265419,hg19,mcf7
34627,SRX265422,hg19,sum185pe
34628,SRX265423,hg19,sum185pe
34629,SRX265424,hg19,sum185pe
34630,SRX265425,hg19,sum159pt
34631,SRX265426,hg19,sum159pt
34632,SRX265427,hg19,sum159pt
34633,SRX265428,hg19,sum159pt
34634,SRX265429,hg19,sum159pt
34637,SRX265432,hg19,hcc2157
34638,SRX265433,hg19,hcc2157
34642,SRX2654818,hg19,lovo
34643,SRX2654819,hg19,lovo
34644,SRX2654820,hg19,lovo
34645,SRX2654821,hg19,lovo
34658,SRX2660272,hg19,u20s asisi
34659,SRX2660273,hg19,u20s asisi
34660,SRX2660366,hg19,skbr3
34661,SRX2660367,hg19,skbr3
34662,SRX2660368,hg19,skbr3
34697,SRX266859,hg19,hues64
34698,SRX266860,hg19,hues64
34699,SRX266861,hg19,hues64
34700,SRX266862,hg19,hues64
34701,SRX266863,hg19,hues64
34704,SRX2671516,hg19,hek293t
34705,SRX2671517,hg19,hek293t
34706,SRX2671518,hg19,hek293t
34707,SRX2671519,hg19,hek293t
34708,SRX2671520,hg19,hek293t
34709,SRX2671521,hg19,hek293t
34710,SRX2671522,hg19,hek293t
34711,SRX2671523,hg19,hek293t
34797,SRX2672470,hg19,sudhl6
34820,SRX268298,hg19,bt549
34821,SRX268299,hg19,bt549
34822,SRX268300,hg19,bt549
34823,SRX268301,hg19,bt549
34870,SRX268880,hg19,hela
34875,SRX268885,hg19,hela
34876,SRX268886,hg19,hela
34877,SRX268887,hg19,hela
34878,SRX268888,hg19,hela
34879,SRX2693219,hg19,mcf7
34880,SRX2693220,hg19,mcf7
34881,SRX2693221,hg19,mcf7
34882,SRX2693222,hg19,mcf7
34897,SRX2705124,hg19,hela
34898,SRX2705125,hg19,hela
34899,SRX2705126,hg19,hela
34900,SRX2705127,hg19,hela
34901,SRX2705128,hg19,hela
34902,SRX2705129,hg19,hela
35017,SRX2711484,hg19,jurkat
35018,SRX2711485,hg19,jurkat
35019,SRX2711486,hg19,jurkat
35020,SRX2711487,hg19,jurkat
35021,SRX2711488,hg19,jurkat
35022,SRX2711489,hg19,jurkat
35023,SRX2711490,hg19,jurkat
35024,SRX2711491,hg19,jurkat
35025,SRX2711492,hg19,jurkat
35026,SRX2711493,hg19,jurkat
35027,SRX2711494,hg19,jurkat
35028,SRX2711495,hg19,jurkat
35029,SRX2711496,hg19,jurkat
35030,SRX2711497,hg19,jurkat
35031,SRX2711498,hg19,jurkat
35032,SRX2711499,hg19,jurkat
35033,SRX2711500,hg19,jurkat
35034,SRX2711501,hg19,jurkat
35035,SRX2711502,hg19,jurkat
35036,SRX2711503,hg19,jurkat
35037,SRX2711504,hg19,jurkat
35038,SRX2711505,hg19,jurkat
35039,SRX2711506,hg19,jurkat
35040,SRX2711507,hg19,jurkat
35041,SRX2711508,hg19,jurkat
35042,SRX2711509,hg19,jurkat
35043,SRX2711510,hg19,jurkat
35220,SRX2731304,hg19,hct116
35221,SRX2731305,hg19,hct116
35222,SRX2731306,hg19,hct116
35223,SRX2731307,hg19,hct116
35224,SRX2731308,hg19,hct116
35225,SRX2731309,hg19,hct116
35226,SRX2731310,hg19,hct116
35227,SRX2731311,hg19,hct116
35228,SRX2731312,hg19,hct116
35229,SRX2731313,hg19,hct116
35230,SRX2731314,hg19,hct116
35231,SRX2731315,hg19,hct116
35232,SRX2731316,hg19,hct116
35249,SRX2731333,hg19,hct116
35250,SRX2731334,hg19,hct116
35251,SRX2731335,hg19,hct116
35252,SRX2731336,hg19,hct116
35253,SRX2731337,hg19,hct116
35254,SRX2731338,hg19,hct116
35255,SRX2731339,hg19,hct116
35256,SRX2731340,hg19,hct116
35257,SRX2731341,hg19,hct116
35258,SRX2731342,hg19,hct116
35259,SRX2731343,hg19,hct116
35260,SRX2731344,hg19,hct116
35261,SRX2731517,hg19,hek293
35262,SRX2731518,hg19,hek293
35263,SRX2731519,hg19,hek293
35264,SRX2731520,hg19,hek293
35265,SRX2731586,hg19,22rv1
35266,SRX2731587,hg19,22rv1
35267,SRX2731588,hg19,22rv1
35268,SRX2731589,hg19,22rv1
35289,SRX2731781,hg19,shep with tetracycline inducible mycn
35290,SRX2731782,hg19,shep with tetracycline inducible mycn
35291,SRX2731783,hg19,shep with tetracycline inducible mycn
35292,SRX2731784,hg19,shep with tetracycline inducible mycn
35293,SRX2731785,hg19,shep with tetracycline inducible mycn
35294,SRX2731786,hg19,shep with tetracycline inducible mycn
35295,SRX2731787,hg19,shep with tetracycline inducible mycn
35296,SRX2731788,hg19,shep with tetracycline inducible mycn
35297,SRX2731789,hg19,shep with tetracycline inducible mycn
35332,SRX2732198,hg19,mrc5 fibroblast
35333,SRX2732199,hg19,mrc5 fibroblast
35334,SRX2732200,hg19,mrc5 fibroblast
35335,SRX2732201,hg19,mrc5 fibroblast
35336,SRX2732202,hg19,mrc5 fibroblast
35337,SRX2732203,hg19,mrc5 fibroblast
35338,SRX2732204,hg19,mrc5 fibroblast
35339,SRX2732205,hg19,mrc5 fibroblast
35340,SRX2732206,hg19,mrc5 fibroblast
35341,SRX2732207,hg19,mrc5 fibroblast
35342,SRX2732208,hg19,mrc5 fibroblast
35343,SRX2732209,hg19,mrc5 fibroblast
35344,SRX2732210,hg19,mrc5 fibroblast
35345,SRX2732211,hg19,mrc5 fibroblast
35346,SRX2732212,hg19,mrc5 fibroblast
35347,SRX2732213,hg19,mrc5 fibroblast
35367,SRX2733322,hg19,hbl2
35368,SRX2733323,hg19,hbl2
35369,SRX2733324,hg19,jvm2
35370,SRX2733325,hg19,jvm2
35373,SRX2733328,hg19,mino
35374,SRX2733329,hg19,mino
35375,SRX2733330,hg19,mino
35376,SRX2733331,hg19,mino
35377,SRX2733332,hg19,mino
35378,SRX2733333,hg19,mino
35379,SRX2733334,hg19,mino
35380,SRX2733335,hg19,mino
35381,SRX2733336,hg19,mino
35382,SRX2733337,hg19,mino
35410,SRX2733365,hg19,z138
35411,SRX2733366,hg19,z138
35414,SRX2733448,hg19,hepg2
35415,SRX2733449,hg19,hepg2
35416,SRX2733450,hg19,k562
35417,SRX2733451,hg19,gm12878
35418,SRX2733452,hg19,hepg2
35419,SRX2733453,hg19,hepg2
35420,SRX2733454,hg19,k562
35421,SRX2733455,hg19,gm12878
35422,SRX2733456,hg19,gm12878
35423,SRX2733457,hg19,hepg2
35424,SRX2733458,hg19,hepg2
35425,SRX2733459,hg19,hepg2
35426,SRX2733460,hg19,hepg2
35427,SRX2733461,hg19,hepg2
35428,SRX2733462,hg19,hepg2
35429,SRX2733463,hg19,hepg2
35430,SRX2733464,hg19,k562
35431,SRX2733465,hg19,k562
35432,SRX2733466,hg19,hepg2
35433,SRX2733467,hg19,gm12878
35434,SRX2733468,hg19,k562
35435,SRX2733469,hg19,k562
35436,SRX2733470,hg19,k562
35437,SRX2733471,hg19,k562
35438,SRX2733472,hg19,k562
35439,SRX2733473,hg19,k562
35440,SRX2733474,hg19,k562
35441,SRX2733475,hg19,gm12878
35442,SRX2733476,hg19,gm12878
35443,SRX2733477,hg19,hepg2
35444,SRX2733478,hg19,k562
35445,SRX2733479,hg19,hepg2
35446,SRX2733480,hg19,hepg2
35447,SRX2733481,hg19,hepg2
35448,SRX2733482,hg19,hepg2
35449,SRX2733483,hg19,hepg2
35450,SRX2733484,hg19,hepg2
35451,SRX2733485,hg19,hepg2
35452,SRX2733486,hg19,k562
35453,SRX2733487,hg19,k562
35454,SRX2733488,hg19,k562
35455,SRX2733489,hg19,k562
35456,SRX2733490,hg19,gm12878
35457,SRX2733491,hg19,gm12878
35458,SRX2733492,hg19,gm12878
35459,SRX2733493,hg19,gm12878
35460,SRX2733494,hg19,gm12878
35461,SRX2733495,hg19,gm12878
35462,SRX2733496,hg19,gm12878
35463,SRX2733497,hg19,gm12878
35464,SRX2733498,hg19,gm12878
35465,SRX2733499,hg19,gm12878
35466,SRX2733500,hg19,gm12878
35467,SRX2733501,hg19,hepg2
35468,SRX2733502,hg19,hepg2
35469,SRX2733503,hg19,hepg2
35470,SRX2733504,hg19,hepg2
35471,SRX2733505,hg19,hepg2
35472,SRX2733506,hg19,mcf7
35473,SRX2733507,hg19,mcf7
35474,SRX2733508,hg19,mcf7
35475,SRX2733510,hg19,mcf7
35476,SRX2733511,hg19,mcf7
35477,SRX2733512,hg19,mcf7
35478,SRX2733513,hg19,mcf7
35479,SRX2733514,hg19,mcf7
35480,SRX2733515,hg19,mcf7
35481,SRX2733516,hg19,mcf7
35482,SRX2733517,hg19,hepg2
35483,SRX2733518,hg19,hepg2
35484,SRX2733519,hg19,gm12878
35485,SRX2733520,hg19,gm12878
35486,SRX2733521,hg19,k562
35487,SRX2733522,hg19,k562
35488,SRX2733523,hg19,hepg2
35489,SRX2733524,hg19,hepg2
35490,SRX2733525,hg19,mcf7
35491,SRX2733526,hg19,hepg2
35492,SRX2733527,hg19,hepg2
35493,SRX2733528,hg19,k562
35494,SRX2733529,hg19,hepg2
35495,SRX2733530,hg19,hepg2
35496,SRX2733531,hg19,gm12878
35497,SRX2733532,hg19,gm12878
35498,SRX2733533,hg19,hepg2
35499,SRX2733534,hg19,hepg2
35500,SRX2733535,hg19,gm12878
35501,SRX2733536,hg19,gm12878
35502,SRX2733537,hg19,k562
35503,SRX2733538,hg19,k562
35504,SRX2733539,hg19,k562
35525,SRX2734625,hg19,hct116
35526,SRX2734626,hg19,hct116
35527,SRX2737628,hg19,hek293
35528,SRX2737629,hg19,hek293
35529,SRX2737630,hg19,hek293
35530,SRX2737631,hg19,hek293
35531,SRX2737632,hg19,hek293
35532,SRX2737633,hg19,hek293
35533,SRX2737634,hg19,hek293
35534,SRX2737635,hg19,hek293
35535,SRX2737636,hg19,hek293
35536,SRX2737637,hg19,hek293
35537,SRX2737638,hg19,hek293
35538,SRX2737639,hg19,hek293
35539,SRX2737640,hg19,hek293
35540,SRX2737641,hg19,hek293
35541,SRX2737642,hg19,hek293
35542,SRX2737643,hg19,hek293
35543,SRX2737644,hg19,hek293
35544,SRX2737645,hg19,hek293
35545,SRX2737646,hg19,hek293
35546,SRX2737647,hg19,hek293
35547,SRX2737648,hg19,hek293
35548,SRX2737649,hg19,hek293
35549,SRX2737650,hg19,hek293
35550,SRX2737651,hg19,hek293
35551,SRX2737652,hg19,hek293
35552,SRX2737653,hg19,hek293
35553,SRX2737654,hg19,hek293
35557,SRX2737854,hg19,mkn7
35558,SRX2737855,hg19,mkn7
35559,SRX2737856,hg19,mkn7
35560,SRX2737857,hg19,mkn7
35561,SRX2737858,hg19,mkn7
35562,SRX2737859,hg19,mkn7
35563,SRX2737861,hg19,mkn7
35564,SRX2737862,hg19,mkn7
35565,SRX2737864,hg19,mkn7
35566,SRX2737865,hg19,mkn7
35567,SRX2741418,hg19,scc9
35568,SRX2741419,hg19,scc9
35569,SRX2741420,hg19,scc9
35570,SRX2741421,hg19,scc9
35571,SRX2741422,hg19,scc9
35572,SRX2741423,hg19,scc9
35573,SRX2741424,hg19,scc9
35574,SRX2741425,hg19,scc9
35602,SRX2745846,hg19,mcf10a
35603,SRX2745847,hg19,mcf10a
35687,SRX2755182,hg19,gm12878
35688,SRX2755183,hg19,gm12878
35689,SRX275792,hg19,imr90
35690,SRX275793,hg19,imr90
35691,SRX275794,hg19,imr90
35692,SRX275795,hg19,imr90
35693,SRX275796,hg19,imr90
35694,SRX275797,hg19,imr90
35695,SRX275798,hg19,imr90
35696,SRX275799,hg19,imr90
35697,SRX275800,hg19,imr90
35698,SRX275801,hg19,imr90
35719,SRX276780,hg19,du145 prostate cancer cells
35720,SRX276781,hg19,du145 prostate cancer cells
35721,SRX276782,hg19,du145 prostate cancer cells
35722,SRX276783,hg19,du145 prostate cancer cells
35723,SRX276784,hg19,du145 prostate cancer cells
35724,SRX276785,hg19,du145 prostate cancer cells
35725,SRX276786,hg19,du145 prostate cancer cells
35726,SRX276787,hg19,du145 prostate cancer cells
35733,SRX2769830,hg19,d283
35734,SRX2769831,hg19,d283
35782,SRX2771350,hg19,bicr31
35783,SRX2771351,hg19,bicr31
35784,SRX2771352,hg19,bicr31
35785,SRX2771353,hg19,bicr31
35792,SRX277585,hg19,293t
35793,SRX277586,hg19,293t
35832,SRX2779394,hg19,dombi23
35833,SRX2779395,hg19,dombi23
35834,SRX2779396,hg19,dombi23
35835,SRX2779397,hg19,dombi23
35836,SRX2779398,hg19,dombi23
35837,SRX2779399,hg19,dombi23
35838,SRX2779400,hg19,dombi23
35839,SRX2779401,hg19,dombi23
35840,SRX2779402,hg19,dombi23
35841,SRX2779403,hg19,dombi23
35909,SRX2787128,hg19,hek293
35914,SRX2793568,hg19,prec
35915,SRX2793569,hg19,prec
35916,SRX2793570,hg19,prec
35917,SRX2793571,hg19,prec
35918,SRX2793572,hg19,prec
35919,SRX2793573,hg19,lncap
35920,SRX2793574,hg19,lncap
35921,SRX2793575,hg19,lncap
35922,SRX2793576,hg19,lncap
35923,SRX2793577,hg19,lncap
35924,SRX2793578,hg19,mcf7
35925,SRX2793579,hg19,mcf7
35927,SRX2795362,hg19,mutui
35928,SRX2795363,hg19,mutui
35929,SRX2795364,hg19,mutui
35930,SRX2795365,hg19,mutui
35941,SRX2796993,hg19,vcap
35942,SRX2796994,hg19,vcap
35943,SRX2796995,hg19,vcap
35944,SRX2796996,hg19,vcap
35962,SRX2805648,hg19,97l
35963,SRX2805649,hg19,97l
35964,SRX2805650,hg19,97l
35965,SRX2805651,hg19,lm3
35966,SRX2805652,hg19,lm3
35967,SRX2805653,hg19,lm3
35968,SRX281475,hg19,mcf7
35969,SRX281476,hg19,mcf7
35991,SRX283648,hg19,mcf7
35992,SRX283649,hg19,mcf7
35993,SRX283650,hg19,mcf7
35994,SRX283651,hg19,mcf7
35995,SRX283652,hg19,mcf7
35996,SRX2837382,hg19,gm12878
35997,SRX2837383,hg19,gm12878
35998,SRX2837384,hg19,gm12878
35999,SRX2837385,hg19,gm12878
36000,SRX2837386,hg19,gm12878
36001,SRX2837387,hg19,gm12878
36002,SRX2837388,hg19,gm12878
36003,SRX2837389,hg19,gm12878
36004,SRX2837390,hg19,gm12878
36014,SRX2841173,hg19,u87 gbm
36015,SRX2841174,hg19,u87 gbm
36016,SRX2841175,hg19,u87 gbm
36017,SRX2841176,hg19,u87 gbm
36018,SRX2841177,hg19,u87 gbm
36019,SRX2841178,hg19,u87 gbm
36020,SRX2841179,hg19,u87 gbm
36021,SRX2841180,hg19,u87 gbm
36022,SRX2841181,hg19,u87 gbm
36023,SRX2841182,hg19,u87 gbm
36024,SRX2841183,hg19,u87 gbm
36025,SRX2841184,hg19,u87 gbm
36026,SRX2841185,hg19,u87 gbm
36027,SRX2841186,hg19,u87 gbm
36028,SRX2841187,hg19,u87 gbm
36029,SRX2841992,hg19,k562
36030,SRX2841993,hg19,k562
36031,SRX2841994,hg19,k562
36032,SRX2841995,hg19,k562
36033,SRX2841996,hg19,k562
36034,SRX2841997,hg19,k562
36035,SRX2841998,hg19,k562
36036,SRX2841999,hg19,k562
36037,SRX2842024,hg19,k562
36038,SRX2842025,hg19,k562
36039,SRX2842026,hg19,k562
36040,SRX2842027,hg19,k562
36041,SRX2842028,hg19,k562
36042,SRX2842029,hg19,k562
36043,SRX2842030,hg19,k562
36044,SRX2842031,hg19,k562
36045,SRX2842032,hg19,k562
36046,SRX2842033,hg19,k562
36047,SRX2842034,hg19,k562
36048,SRX2842035,hg19,k562
36049,SRX2842036,hg19,k562
36050,SRX2842037,hg19,k562
36051,SRX2842038,hg19,k562
36052,SRX2842039,hg19,k562
36053,SRX2842040,hg19,k562
36054,SRX2842041,hg19,k562
36055,SRX2842042,hg19,k562
36056,SRX2842043,hg19,k562
36057,SRX2842044,hg19,k562
36058,SRX2842045,hg19,k562
36059,SRX2842046,hg19,k562
36060,SRX2842047,hg19,k562
36061,SRX2842048,hg19,k562
36062,SRX2842049,hg19,k562
36063,SRX2842050,hg19,k562
36064,SRX2842051,hg19,k562
36065,SRX2842052,hg19,k562
36066,SRX2842053,hg19,k562
36067,SRX2842054,hg19,k562
